CP011346|c8|KS3	Clade_3	bimod_bOH
CP004004|c8|KS2	Clade_60	non_elongating_b_OH
DS264095|c1|KS2	Clade_113	a_Me_b_OH
LN831776|c1|KS11	clade_not_conserved	NA
JPYY01000001|c1|KS7	Clade_56	b_L_OH
AMPK01000010|c2|KS1	Clade_1	amino acids
CP010014|c5|KS8	Clade_3	bimod_bOH
ASRX01000032|c1|KS1	Clade_8	GNAT_Starter
CSLC01000019|c1|KS6	Clade_82	b_MeeDB
AMPK01000010|c2|KS3	Clade_3	bimod_bOH
CFVO01000003|c1|KS3	Clade_47	aMe_eDB
CIGX01000017|c1|KS6	Clade_82	b_MeeDB
AOTY01000002|c3|KS16	Clade_33	non_elongating
HG514499|c3|KS5	Clade_3	bimod_bOH
CFXU01000017|c1|KS6	Clade_82	b_MeeDB
JMEG01000001|c1|KS2	Clade_65	double_bonds
AP012336|c1|KS1	clade_not_conserved	NA
LGYP01000009|c2|KS4	Clade_3	bimod_bOH
JRFO01000005|c1|KS1	Clade_2	amino acids
CP011686|c5|KS6	Clade_29	b_OH/keto
JPZP01000007|c14|KS4	Clade_52	b_OH/eDB
CFZL01000018|c1|KS1	Clade_8	GNAT_Starter
myxovirescin|KS4	Clade_53	mostly_a_OH_b_OH
JPDT01000312|c1|KS15	clade_not_conserved	NA
CP003492|c5|KS10	Clade_47	aMe_eDB
CP008763|c10|KS3	Clade_47	aMe_eDB
CSKW01000004|c2|KS2	Clade_60	non_elongating_b_OH
CIJT01000019|c1|KS6	Clade_82	b_MeeDB
CP004384|c3|KS15	Clade_63	mainly_eDB
CP009210|c5|KS1	Clade_2	amino acids
CP009537|c9|KS1	Clade_2	amino acids
CP008785|c4|KS3	Clade_47	aMe_eDB
chivosazole|KS7	Clade_48	aMe_eDB
CP007165|c11|KS4	Clade_113	a_Me_b_OH
CGFB01000005|c2|KS9	Clade_12	reduced/shifted_double_bonds
CP004118|c2|KS4	Clade_33	non_elongating
JZWZ01000008|c1|KS2	Clade_61	non_elongating_DB_before_branching
CP001700|c5|KS1	Clade_75	non_elongating_oxazole
CP007409|c5|KS13	Clade_12	reduced/shifted_double_bonds
CP006745|c3|KS12	Clade_90	red_a_Me/shifted DB_a_Me
LMPN01000003|c1|KS5	Clade_5	shifted_double_bonds
LGKG01000155|c1|KS2	Clade_61	non_elongating_DB_before_branching
KR857272|c1|KS13	Clade_59	b_DOH
CP009909|c8|KS3	clade_not_conserved	NA
AM746676|c17|KS12	Clade_4	bimod_bOH
LGAT01000016|c1|KS1	Clade_12	reduced/shifted_double_bonds
CIGS01000020|c1|KS2	clade_not_conserved	NA
CSKK01000001|c1|KS4	Clade_82	b_MeeDB
CSKE01000004|c2|KS3	Clade_113	a_Me_b_OH
CGFU01000024|c1|KS3	Clade_47	aMe_eDB
APNR01000004|c1|KS3	Clade_113	a_Me_b_OH
LJJY01000001|c2|KS12	Clade_12	reduced/shifted_double_bonds
CWJC01000003|c1|KS4	Clade_82	b_MeeDB
CP009943|c1|KS3	Clade_47	aMe_eDB
CSRV01000018|c1|KS3	Clade_113	a_Me_b_OH
AJ634061|c1|KS9	Clade_65	double_bonds
CFVY01000008|c1|KS6	Clade_82	b_MeeDB
LDCN01000001|c6|KS7	Clade_63	mainly_eDB
JXAM01000042|c1|KS8	Clade_56	b_L_OH
CP003539|c3|KS14	clade_not_conserved	NA
CP010556|c6|KS5	Clade_64	eDB
CP008835|c2|KS4	Clade_82	b_MeeDB
CP007242|c10|KS6	Clade_4	bimod_bOH
CP010406|c11|KS13	Clade_62	eDB
CP011278|c6|KS2	Clade_12	reduced/shifted_double_bonds
CP007640|c3|KS6	Clade_64	eDB
oocydin_Ddad|KS3	Clade_11	oxygen_insertion
CSQF01000021|c1|KS1	Clade_8	GNAT_Starter
AKIX01000013|c1|KS7	Clade_113	a_Me_b_OH
CP000085|c7|KS14	Clade_82	b_MeeDB
CP002834|c4|KS2	clade_not_conserved	NA
kirromycin|KS7	Clade_66	double_bonds
CFWF01000005|c2|KS9	Clade_12	reduced/shifted_double_bonds
CFXB01000006|c1|KS1	Clade_2	amino acids
CP011347|c12|KS2	Clade_56	b_L_OH
JPVW01000002|c1|KS3	Clade_12	reduced/shifted_double_bonds
legioliulin|KS3	Clade_29	b_OH/keto
CSMB01000020|c1|KS1	Clade_8	GNAT_Starter
CP007142|c11|KS3	Clade_52	b_OH/eDB
AEAI01000264|c1|KS1	Clade_6	unusual_Starter_AMT
JOTT01000049|c3|KS2	clade_not_conserved	NA
CP006929|c6|KS11	Clade_33	non_elongating
JPYY01000001|c1|KS9	Clade_3	bimod_bOH
CIBB01000020|c1|KS1	Clade_8	GNAT_Starter
LMPN01000030|c1|KS18	Clade_69	zDB
HG794546|c3|KS10	Clade_12	reduced/shifted_double_bonds
CP007142|c10|KS4	Clade_12	reduced/shifted_double_bonds
CYHP01000085|c1|KS3	Clade_65	double_bonds
CP009338|c2|KS3	Clade_82	b_MeeDB
JNFQ01000003|c1|KS4	Clade_56	b_L_OH
CP009280|c3|KS2	clade_not_conserved	NA
CGEZ01000024|c1|KS1	Clade_2	amino acids
CFVV01000020|c1|KS3	Clade_47	aMe_eDB
JZDI01000001|c1|KS3	Clade_26	reduced
CSKR01000019|c1|KS2	clade_not_conserved	NA
JQDO01000108|c1|KS3	Clade_113	a_Me_b_OH
JQDE01000165|c1|KS2	Clade_60	non_elongating_b_OH
AJ634060|c1|KS10	Clade_1	amino acids
CP009477|c9|KS3	Clade_113	a_Me_b_OH
CGHT01000019|c1|KS6	Clade_82	b_MeeDB
JTHG01000227|c1|KS1	clade_not_conserved	NA
CP002400|c1|KS3	clade_not_conserved	NA
AL009126|c5|KS6	Clade_64	eDB
JQDJ01000071|c1|KS2	clade_not_conserved	NA
CSQF01000023|c1|KS1	Clade_2	amino acids
luminaolid|KS3	Clade_49	non_elongating_b_OH
AVQH01000001|c2|KS9	Clade_47	aMe_eDB
JQDO01000052|c1|KS1	Clade_2	amino acids
LGKL01000026|c1|KS1	Clade_2	amino acids
JPVA01000004|c2|KS2	clade_not_conserved	NA
CP009611|c6|KS8	Clade_69	zDB
JPVH01000006|c5|KS5	Clade_62	eDB
JPWR01000058|c1|KS3	Clade_47	aMe_eDB
JPOA01000002|c7|KS3	Clade_47	aMe_eDB
JPYY01000002|c1|KS14	Clade_33	non_elongating
CSKE01000004|c2|KS8	clade_not_conserved	NA
AVQH01000012|c2|KS12	Clade_3	bimod_bOH
KR857271|c1|KS19	Clade_74	non_elongating_DB
CP007244|c6|KS11	Clade_12	reduced/shifted_double_bonds
CFWL01000020|c1|KS9	Clade_12	reduced/shifted_double_bonds
CP003838|c7|KS8	Clade_69	zDB
JYFL01000003|c3|KS13	Clade_12	reduced/shifted_double_bonds
JQOB01000005|c3|KS9	Clade_12	reduced/shifted_double_bonds
JPVM01000030|c2|KS1	Clade_8	GNAT_Starter
ACOJ01000001|c4|KS3	Clade_113	a_Me_b_OH
JPPY01000213|c1|KS5	Clade_93	aMe_red/bOH/bketo
JQDE01000165|c1|KS3	Clade_113	a_Me_b_OH
LMCY01000011|c2|KS9	Clade_62	eDB
CHKR01000002|c4|KS1	Clade_8	GNAT_Starter
CSKM01000001|c1|KS3	Clade_113	a_Me_b_OH
FQ859185|c13|KS8	Clade_66	double_bonds
LMGX01000018|c2|KS3	Clade_39	vinylogous_chain_branching
AHRD01000019|c1|KS11	Clade_65	double_bonds
CP008778|c11|KS8	clade_not_conserved	NA
CP003329|c5|KS10	Clade_47	aMe_eDB
AM411073|c1|KS1	Clade_33	non_elongating
JUEB01000029|c1|KS3	clade_not_conserved	NA
CSLI01000001|c2|KS2	Clade_60	non_elongating_b_OH
JXAM01000028|c1|KS8	Clade_69	zDB
LMLV01000031|c1|KS5	clade_not_conserved	NA
CP004098|c8|KS6	Clade_57	eDB
CP008893|c4|KS8	clade_not_conserved	NA
CSKS01000004|c1|KS5	Clade_62	eDB
JRFK01000095|c1|KS2	Clade_60	non_elongating_b_OH
JMTJ01000003|c7|KS2	Clade_1	amino acids
CP001348|c1|KS11	Clade_65	double_bonds
CGHT01000004|c1|KS2	clade_not_conserved	NA
CP009287|c2|KS5	clade_not_conserved	NA
CAUC01000006|c3|KS8	Clade_3	bimod_bOH
CXWC01000011|c1|KS2	Clade_6	unusual_Starter_AMT
JQHV01000023|c1|KS2	clade_not_conserved	NA
AP008955|c9|KS10	Clade_3	bimod_bOH
JZDI01000001|c1|KS4	Clade_65	double_bonds
JPPY01000183|c1|KS4	Clade_2	amino acids
CP003329|c5|KS5	Clade_69	zDB
DQ889941|c1|KS10	Clade_62	eDB
HM584908|c1|KS18	Clade_93	aMe_red/bOH/bketo
AVQH01000001|c2|KS2	Clade_12	reduced/shifted_double_bonds
SIA7248|KS13	Clade_40	cis-AT PKS-like
CSKB01000005|c1|KS2	Clade_60	non_elongating_b_OH
CP006952|c1|KS3	clade_not_conserved	NA
JXAM01000028|c1|KS1	Clade_1	amino acids
CP006745|c3|KS7	clade_not_conserved	NA
LGAU01000003|c3|KS9	Clade_65	double_bonds
JMCB01000001|c1|KS2	Clade_31	eDB
oxazolomycin|KS8	Clade_3	bimod_bOH
CP009684|c8|KS9	Clade_65	double_bonds
LGKJ01000153|c1|KS2	Clade_55	non_elongating_DB
CWJF01000005|c2|KS9	Clade_12	reduced/shifted_double_bonds
CSKN01000004|c2|KS2	Clade_60	non_elongating_b_OH
CGFR01000019|c1|KS1	Clade_8	GNAT_Starter
CP002927|c7|KS11	Clade_12	reduced/shifted_double_bonds
CP001614|c4|KS7	clade_not_conserved	NA
JUDU01000022|c1|KS3	Clade_3	bimod_bOH
JYCW01000006|c1|KS2	Clade_93	aMe_red/bOH/bketo
CP007242|c10|KS5	Clade_12	reduced/shifted_double_bonds
