q_CP011346|c8|KS3	Clade_3
q_CP004004|c8|KS2	Clade_60
q_DS264095|c1|KS2	Clade_113
q_LN831776|c1|KS11	clade_not_conserved
q_JPYY01000001|c1|KS7	Clade_56
q_AMPK01000010|c2|KS1	Clade_1
q_CP010014|c5|KS8	Clade_3
q_ASRX01000032|c1|KS1	Clade_8
q_CSLC01000019|c1|KS6	Clade_82
q_AMPK01000010|c2|KS3	Clade_3
q_CFVO01000003|c1|KS3	Clade_47
q_CIGX01000017|c1|KS6	Clade_82
q_AOTY01000002|c3|KS16	Clade_33
q_HG514499|c3|KS5	Clade_3
q_CFXU01000017|c1|KS6	Clade_82
q_JMEG01000001|c1|KS2	Clade_65
q_AP012336|c1|KS1	clade_not_conserved
q_LGYP01000009|c2|KS4	Clade_3
q_JRFO01000005|c1|KS1	Clade_2
q_CP011686|c5|KS6	Clade_29
q_JPZP01000007|c14|KS4	Clade_52
q_CFZL01000018|c1|KS1	Clade_8
q_myxovirescin|KS4	Clade_53
q_JPDT01000312|c1|KS15	clade_not_conserved
q_CP003492|c5|KS10	Clade_47
q_CP008763|c10|KS3	Clade_47
q_CSKW01000004|c2|KS2	Clade_60
q_CIJT01000019|c1|KS6	Clade_82
q_CP004384|c3|KS15	Clade_63
q_CP009210|c5|KS1	Clade_2
q_CP009537|c9|KS1	Clade_2
q_CP008785|c4|KS3	Clade_47
q_chivosazole|KS7	Clade_48
q_CP007165|c11|KS4	Clade_113
q_CGFB01000005|c2|KS9	Clade_12
q_CP004118|c2|KS4	Clade_33
q_JZWZ01000008|c1|KS2	Clade_61
q_CP001700|c5|KS1	Clade_75
q_CP007409|c5|KS13	Clade_12
q_CP006745|c3|KS12	clade_not_conserved
q_LMPN01000003|c1|KS5	clade_not_conserved
q_LGKG01000155|c1|KS2	Clade_61
q_KR857272|c1|KS13	Clade_59
q_CP009909|c8|KS3	clade_not_conserved
q_AM746676|c17|KS12	Clade_4
q_LGAT01000016|c1|KS1	Clade_12
q_CIGS01000020|c1|KS2	clade_not_conserved
q_CSKK01000001|c1|KS4	Clade_82
q_CSKE01000004|c2|KS3	Clade_113
q_CGFU01000024|c1|KS3	Clade_47
q_APNR01000004|c1|KS3	Clade_113
q_LJJY01000001|c2|KS12	Clade_12
q_CWJC01000003|c1|KS4	Clade_82
q_CP009943|c1|KS3	Clade_47
q_CSRV01000018|c1|KS3	Clade_113
q_AJ634061|c1|KS9	Clade_65
q_CFVY01000008|c1|KS6	Clade_82
q_LDCN01000001|c6|KS7	Clade_63
q_JXAM01000042|c1|KS8	Clade_56
q_CP003539|c3|KS14	clade_not_conserved
q_CP010556|c6|KS5	Clade_64
q_CP008835|c2|KS4	Clade_82
q_CP007242|c10|KS6	Clade_4
q_CP010406|c11|KS13	Clade_62
q_CP011278|c6|KS2	Clade_12
q_CP007640|c3|KS6	Clade_64
q_oocydin_Ddad|KS3	Clade_11
q_CSQF01000021|c1|KS1	Clade_8
q_AKIX01000013|c1|KS7	Clade_113
q_CP000085|c7|KS14	Clade_82
q_CP002834|c4|KS2	clade_not_conserved
q_kirromycin|KS7	Clade_66
q_CFWF01000005|c2|KS9	Clade_12
q_CFXB01000006|c1|KS1	Clade_2
q_CP011347|c12|KS2	Clade_56
q_JPVW01000002|c1|KS3	Clade_12
q_legioliulin|KS3	Clade_29
q_CSMB01000020|c1|KS1	Clade_8
q_CP007142|c11|KS3	Clade_52
q_AEAI01000264|c1|KS1	Clade_6
q_JOTT01000049|c3|KS2	clade_not_conserved
q_CP006929|c6|KS11	Clade_33
q_JPYY01000001|c1|KS9	Clade_3
q_CIBB01000020|c1|KS1	Clade_8
q_LMPN01000030|c1|KS18	Clade_69
q_HG794546|c3|KS10	Clade_12
q_CP007142|c10|KS4	Clade_12
q_CYHP01000085|c1|KS3	Clade_65
q_CP009338|c2|KS3	Clade_82
q_JNFQ01000003|c1|KS4	Clade_56
q_CP009280|c3|KS2	clade_not_conserved
q_CGEZ01000024|c1|KS1	Clade_2
q_CFVV01000020|c1|KS3	Clade_47
q_JZDI01000001|c1|KS3	Clade_26
q_CSKR01000019|c1|KS2	clade_not_conserved
q_JQDO01000108|c1|KS3	Clade_113
q_JQDE01000165|c1|KS2	Clade_60
q_AJ634060|c1|KS10	Clade_1
q_CP009477|c9|KS3	Clade_113
q_CGHT01000019|c1|KS6	Clade_82
q_JTHG01000227|c1|KS1	clade_not_conserved
q_CP002400|c1|KS3	clade_not_conserved
q_AL009126|c5|KS6	Clade_64
q_JQDJ01000071|c1|KS2	clade_not_conserved
q_CSQF01000023|c1|KS1	Clade_2
q_luminaolid|KS3	Clade_49
q_AVQH01000001|c2|KS9	Clade_47
q_JQDO01000052|c1|KS1	Clade_2
q_LGKL01000026|c1|KS1	Clade_2
q_JPVA01000004|c2|KS2	clade_not_conserved
q_CP009611|c6|KS8	Clade_69
q_JPVH01000006|c5|KS5	Clade_62
q_JPWR01000058|c1|KS3	Clade_47
q_JPOA01000002|c7|KS3	Clade_47
q_JPYY01000002|c1|KS14	Clade_33
q_CSKE01000004|c2|KS8	clade_not_conserved
q_AVQH01000012|c2|KS12	Clade_3
q_KR857271|c1|KS19	Clade_74
q_CP007244|c6|KS11	Clade_12
q_CFWL01000020|c1|KS9	Clade_12
q_CP003838|c7|KS8	Clade_69
q_JYFL01000003|c3|KS13	Clade_12
q_JQOB01000005|c3|KS9	Clade_12
q_JPVM01000030|c2|KS1	Clade_8
q_ACOJ01000001|c4|KS3	Clade_113
q_JPPY01000213|c1|KS5	Clade_93
q_JQDE01000165|c1|KS3	Clade_113
q_LMCY01000011|c2|KS9	Clade_62
q_CHKR01000002|c4|KS1	Clade_8
q_CSKM01000001|c1|KS3	Clade_113
q_FQ859185|c13|KS8	Clade_66
q_LMGX01000018|c2|KS3	Clade_39
q_AHRD01000019|c1|KS11	Clade_65
q_CP008778|c11|KS8	clade_not_conserved
q_CP003329|c5|KS10	Clade_47
q_AM411073|c1|KS1	Clade_33
q_JUEB01000029|c1|KS3	clade_not_conserved
q_CSLI01000001|c2|KS2	Clade_60
q_JXAM01000028|c1|KS8	Clade_69
q_LMLV01000031|c1|KS5	clade_not_conserved
q_CP004098|c8|KS6	Clade_57
q_CP008893|c4|KS8	clade_not_conserved
q_CSKS01000004|c1|KS5	Clade_62
q_JRFK01000095|c1|KS2	Clade_60
q_JMTJ01000003|c7|KS2	Clade_1
q_CP001348|c1|KS11	clade_not_conserved
q_CGHT01000004|c1|KS2	clade_not_conserved
q_CP009287|c2|KS5	clade_not_conserved
q_CAUC01000006|c3|KS8	Clade_3
q_CXWC01000011|c1|KS2	Clade_6
q_JQHV01000023|c1|KS2	clade_not_conserved
q_AP008955|c9|KS10	Clade_3
q_JZDI01000001|c1|KS4	Clade_65
q_JPPY01000183|c1|KS4	Clade_2
q_CP003329|c5|KS5	Clade_69
q_DQ889941|c1|KS10	Clade_62
q_HM584908|c1|KS18	Clade_93
q_AVQH01000001|c2|KS2	Clade_12
q_SIA7248|KS13	Clade_40
q_CSKB01000005|c1|KS2	Clade_60
q_CP006952|c1|KS3	clade_not_conserved
q_JXAM01000028|c1|KS1	Clade_1
q_CP006745|c3|KS7	clade_not_conserved
q_LGAU01000003|c3|KS9	Clade_65
q_JMCB01000001|c1|KS2	Clade_31
q_oxazolomycin|KS8	Clade_3
q_CP009684|c8|KS9	Clade_65
q_LGKJ01000153|c1|KS2	Clade_55
q_CWJF01000005|c2|KS9	Clade_12
q_CSKN01000004|c2|KS2	Clade_60
q_CGFR01000019|c1|KS1	Clade_8
q_CP002927|c7|KS11	Clade_12
q_CP001614|c4|KS7	clade_not_conserved
q_JUDU01000022|c1|KS3	Clade_3
q_JYCW01000006|c1|KS2	Clade_93
q_CP007242|c10|KS5	Clade_12
q_CP011686|c5|KS3	Clade_26
q_JPVX01000003|c1|KS3	Clade_12
q_CP003838|c11|KS1	Clade_42
q_CFVR01000005|c2|KS8	clade_not_conserved
q_CFWC01000023|c1|KS2	clade_not_conserved
q_LGJF01000001|c3|KS8	Clade_64
q_CP009322|c1|KS7	Clade_63
q_HG328254|c5|KS4	Clade_65
q_CP002905|c4|KS2	Clade_1
q_CP000085|c7|KS2	Clade_56
q_JPWY01000019|c4|KS16	Clade_33
q_CP009127|c11|KS7	Clade_80
q_CP006929|c6|KS15	Clade_69
q_CP008891|c8|KS8	clade_not_conserved
q_JPVF01000008|c1|KS1	Clade_8
q_CSMB01000024|c1|KS3	Clade_47
q_CSKL01000002|c4|KS2	Clade_60
q_CP000011|c4|KS4	Clade_80
q_JPQH01000001|c3|KS4	Clade_82
q_CP009280|c2|KS1	Clade_69
q_JH636049|c1|KS4	Clade_43
q_CP007142|c10|KS36	Clade_5
q_CP002869|c2|KS10	Clade_33
q_CP010556|c10|KS5	Clade_3
q_CP010314|c5|KS2	Clade_1
q_bryostatin|KS4	Clade_87
q_LDZV01000001|c4|KS9	clade_not_conserved
q_CP008705|c7|KS3	Clade_82
q_AFSU01000070|c1|KS4	Clade_3
q_CGHK01000020|c1|KS5	Clade_62
q_CIJQ01000019|c1|KS8	clade_not_conserved
q_AM746676|c14|KS14	Clade_83
q_LDUN01000002|c2|KS8	Clade_4
q_JH692066|c1|KS5	Clade_93
q_JQHV01000041|c2|KS3	Clade_113
q_LMGX01000018|c2|KS4	Clade_52
q_bryostatin|KS15	Clade_62
q_lankacidin|KS1	Clade_120
q_tolytoxin|KS2	Clade_105
q_AVPH01000301|c1|KS1	clade_not_conserved
q_CP003695|c7|KS15	Clade_72
q_JQFN01000014|c1|KS2	Clade_113
q_phormidolide|KS14	Clade_87
q_CP009938|c9|KS6	Clade_82
q_CP010014|c5|KS12	Clade_1
q_CP000076|c4|KS7	Clade_111
q_AXDS01000036|c1|KS3	Clade_47
q_CSKM01000022|c1|KS2	clade_not_conserved
q_CP000673|c2|KS2	clade_not_conserved
q_CP010434|c5|KS16	Clade_33
q_LMPN01000030|c1|KS2	Clade_93
q_CP007142|c7|KS7	clade_not_conserved
q_JMMV01000071|c4|KS7	Clade_80
q_CM000833|c2|KS3	Clade_113
q_CM000775|c6|KS3	Clade_113
q_JQOB01000005|c3|KS7	Clade_80
q_CP007242|c10|KS2	Clade_69
q_CP003332|c7|KS5	Clade_82
q_oocydin_Ddad|KS1	Clade_92
q_ABCS01000133|c1|KS5	Clade_90
q_CP005969|c9|KS6	clade_not_conserved
q_AWQY01000002|c3|KS9	Clade_65
q_CP008698|c5|KS4	Clade_3
q_CIGK01000007|c1|KS8	clade_not_conserved
q_AY688304|c1|KS1	Clade_8
q_LMPN01000003|c1|KS2	clade_not_conserved
q_CSPL01000022|c1|KS1	Clade_2
q_CP007142|c10|KS34	Clade_62
q_ATMS01000014|c1|KS3	clade_not_conserved
q_JPNZ01000001|c3|KS8	Clade_3
q_LDZV01000001|c11|KS3	Clade_93
q_CSKS01000004|c1|KS6	Clade_82
